item,itemLabel,position,positionLabel,startDate,endDate,source,psid
Q114293091,Niang Mamoudou,Q114292679,Minister of Employment and Vocational Training,2022-09-06,,https://en.wikipedia.org/wiki/Second_government_of_Mohamed_Ould_Bilal,Q114293091-85C70EC8-BFA5-4951-84A6-59529E95658D
Q114293092,Ousmane Mamoudou Kane,Q114292678,Minister of Economic Affairs and Promotion of Productive Sectors,2022-04-01,,https://en.wikipedia.org/wiki/Second_government_of_Mohamed_Ould_Bilal,Q114293092-F11A6A1B-F1F6-43A1-AFDD-E3B5B91B9FEF
Q114293093,Sidi Mohamed Ould Taleb Omar,Q114292699,Minister of Water and Sanitation,2022-04-01,,https://en.wikipedia.org/wiki/Second_government_of_Mohamed_Ould_Bilal,Q114293093-DB370DFA-DD66-4D8C-913B-E7D55569AD61
Q114293094,Zeinebou Mint Ahmednah,Q114292695,Minister of Public Service and Labor,2022-09-26,,https://en.wikipedia.org/wiki/Second_government_of_Mohamed_Ould_Bilal,Q114293094-171E9685-8067-43E5-8D57-4BEC606492D2
Q114293094,Zeinebou Mint Ahmednah,Q114292672,Minister Secretary-General of Government,2022-04-01,2022-09-26,https://en.wikipedia.org/wiki/Second_government_of_Mohamed_Ould_Bilal,Q114293094-B322E96F-CE5B-4AA4-A7D2-D90883D1C5D5
Q12194248,Naha Mint Mouknass,Q114292671,Minister Counsellor at the Presidency of the Republic,2022-04-01,,https://en.wikipedia.org/wiki/Second_government_of_Mohamed_Ould_Bilal,Q12194248-413EECCD-C3F7-4136-87C3-8B44128CCD6C
Q1371357,Yahya Ould Ahmed El Waghef,Q114292674,Minister Secretary-General of the Presidency of the Republic,2022-04-01,2022-09-06,https://en.wikipedia.org/wiki/Second_government_of_Mohamed_Ould_Bilal,Q1371357-3343B2DD-1CE9-46E2-AB40-E6B1CDAC952E
Q1371357,Yahya Ould Ahmed El Waghef,Q114292675,Minister of Agriculture,2022-09-06,,https://en.wikipedia.org/wiki/Second_government_of_Mohamed_Ould_Bilal,Q1371357-D4CB5A19-0638-476C-8EA1-1EA2C95A66B5
Q3318670,Mohamed Lemine Ould Aboyé Ould Cheikh El Hadrami,Q114292683,Minister of Higher Education and Scientific Research,2022-04-01,,https://en.wikipedia.org/wiki/Second_government_of_Mohamed_Ould_Bilal,Q3318670-ACC38756-1240-4F7D-9DF8-0669B92AD016
Q440509,Moulaye Ould Mohamed Laghdaf,Q114292674,Minister Secretary-General of the Presidency of the Republic,2022-09-06,,https://en.wikipedia.org/wiki/Second_government_of_Mohamed_Ould_Bilal,Q440509-39004023-8BFF-419B-B005-ADF83CCC5135
Q5715910,Sidi Ahmed Ould Mohamed,Q114292684,"Minister of Housing, Urbanism and Land Planning",2022-04-01,,https://en.wikipedia.org/wiki/Second_government_of_Mohamed_Ould_Bilal,Q5715910-1BF4F8EC-6423-40C5-95FE-D95D3D651CE8
Q6891015,Mohamed Ali Ould Sidi Mohamed,Q114293591,General Representative for National Solidarity and Anti-Exclusion (Synergy),2022-04-01,,https://en.wikipedia.org/wiki/Second_government_of_Mohamed_Ould_Bilal,Q6891015-2FF2EFB7-FFBA-4E35-A7CE-A87C71B4F188
Q98137599,Mohamed Ould Bilal,Q30101469,Prime Minister,2020-08-06,,https://en.wikipedia.org/wiki/Second_government_of_Mohamed_Ould_Bilal,Q98137599-669c0c06-4e6e-6408-cc2b-e4f469df6f47
