who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
61110942,President of Mauritania,9th President of Mauritania,2019-08-01,,Q294969,Mohamed Ould Abdel Aziz,,,0
61110942,,Defence Minister for Mauritania,2018-10,2019-03-15,Jallow Mamadou Bhatia,Jallow Mamadou Bhatia,Q3571335,Yahya Ould Hademine,1
61110942,,Chief of Army Staff,2008,2018,Q294969,Mohamed Ould Abdel Aziz,Mohamed Cheikh Ould Mohamed Lemine,Mohamed Cheikh Ould Mohamed Lemine,2
