item,itemLabel,startDate,endDate,sourceDate,psid
Q325511,Cheikh El Avia Ould Mohamed Khouna,1998-11-16,2003-07-06,,Q325511-6142ff8b-4593-1da4-5ffc-3c40f500592f
Q773245,Sghair Ould M'Bareck,2003-07-06,2005-08-07,,Q773245-55F4C480-6BA0-459C-BA06-D91078EC98CD
Q712775,Sidi Mohamed Ould Boubacar,2005-08-07,2007-04-20,,Q712775-D265BE56-C5B9-432B-B0FA-DA794A647F4E
Q184941,Zeine Ould Zeidane,2007-04-20,2008-05-06,,Q184941-4E4890C1-0C7C-4366-A6F2-4A804728B8A6
Q1371357,Yahya Ould Ahmed El Waghef,2008-05-06,2008-08-06,,Q1371357-AC335AF9-D343-4FE2-879E-846D507DAA55
Q440509,Moulaye Ould Mohamed Laghdaf,2008-08-04,2014-08-20,,Q440509-11AA22B6-FB7F-4514-B9E3-2A9B11A4D758
Q3571335,Yahya Ould Hademine,2014-08-21,2018-10-29,,Q3571335-03fc2df3-41d0-3948-3755-42d6aeacc46a
Q58014343,Mohamed Salem Ould Béchir,2018-10-30,2019-08-05,,Q58014343-24ce7d64-6ff9-445a-80d7-16032263afbc
Q3155412,Ismail Ould Bedde Ould Cheikh Sidiya,2019-08-05,2020-08-06,,Q3155412-5d7373ef-530b-4358-8043-e607c95d2460
Q98137599,Mohamed Ould Bilal,2020-08-06,,,Q98137599-669c0c06-4e6e-6408-cc2b-e4f469df6f47
